model_name,layer_name,submit_time_ts,end_time_ts,structure_start_ts,structure_end_ts,init_weight_start_ts,init_weight_end_ts,weight_start_ts,weight_end_ts,weight_preload_start_ts,weight_preload_end_ts,compute_start_ts,compute_end_ts,
vit_l_16,conv_proj,2661924.457129183,2661924.463317182,2661924.457130705,2661924.461228446,2661924.461228679,2661924.461239834,2661924.461245149,2661924.462647842,,,2661924.462649298,2661924.463315786,
vit_l_16,class_token,2661924.457129183,2661924.463596259,2661924.463325056,2661924.463430063,2661924.463430251,2661924.463439077,2661924.463451909,2661924.463452585,,,2661924.463453204,2661924.463595492,
vit_l_16,encoder,2661924.457129183,2661927.675606551,2661924.463600784,2661925.946508893,2661925.946509046,2661927.050002402,2661927.050007276,2661927.444749035,,,2661927.444751881,2661927.675603889,
vit_l_16,heads,2661924.457129183,2661927.68848846,2661927.675616233,2661927.680999083,2661927.680999413,2661927.686018731,2661927.686550148,2661927.688329544,,,2661927.688331094,2661927.688487345,
vit_l_16,conv_proj,2661928.501356221,2661928.507638869,2661928.501358155,2661928.505462631,2661928.505462867,2661928.505474524,2661928.505480597,2661928.506963559,,,2661928.50696488,2661928.507637664,
vit_l_16,class_token,2661928.501356221,2661928.507915193,2661928.507646609,2661928.507748534,2661928.507748738,2661928.507758131,2661928.507770216,2661928.50777086,,,2661928.507771487,2661928.507914518,
vit_l_16,encoder,2661928.501356221,2661931.723603499,2661928.507919685,2661929.990947278,2661929.990947421,2661931.104989437,2661931.104994599,2661931.496646271,,,2661931.496649197,2661931.723601272,
vit_l_16,heads,2661928.501356221,2661931.736417487,2661931.723613021,2661931.728948771,2661931.728948956,2661931.733962824,2661931.734471547,2661931.736256843,,,2661931.736258198,2661931.736416542,
vit_b_16,conv_proj,2661932.447715334,2661932.452682658,2661932.447717269,2661932.450854248,2661932.450854486,2661932.450866227,2661932.450871927,2661932.452112963,,,2661932.452114111,2661932.452681489,
vit_b_16,class_token,2661932.447715334,2661932.452968588,2661932.452690143,2661932.452794469,2661932.452794677,2661932.452803706,2661932.452816329,2661932.452816862,,,2661932.452817551,2661932.452967514,
vit_b_16,encoder,2661932.447715334,2661933.362174243,2661932.452974364,2661932.878854477,2661932.878854634,2661933.190677978,2661933.190682932,2661933.311391772,,,2661933.311394007,2661933.362171603,
vit_b_16,heads,2661932.447715334,2661933.371829262,2661933.362183352,2661933.366181458,2661933.366181719,2661933.369912163,2661933.370191595,2661933.371696515,,,2661933.37169789,2661933.371828279,
vit_b_16,conv_proj,2661933.578326046,2661933.5833386,2661933.578327575,2661933.581485631,2661933.581485827,2661933.581497876,2661933.581504174,2661933.582748945,,,2661933.582750631,2661933.583337161,
vit_b_16,class_token,2661933.578326046,2661933.583618383,2661933.583347378,2661933.583449664,2661933.583449883,2661933.583459308,2661933.583472353,2661933.583472951,,,2661933.583473636,2661933.583617169,
vit_b_16,encoder,2661933.578326046,2661934.489902383,2661933.5836237,2661934.00597942,2661934.005979604,2661934.317986125,2661934.317990838,2661934.439159118,,,2661934.439161306,2661934.489899996,
vit_b_16,heads,2661933.578326046,2661934.499505564,2661934.48991163,2661934.493881931,2661934.493882154,2661934.497595791,2661934.497850023,2661934.499377406,,,2661934.499378793,2661934.49950484,
vit_b_16,conv_proj,2661934.771660763,2661934.776650515,2661934.771662263,2661934.774801508,2661934.774801742,2661934.774813218,2661934.774819514,2661934.776064174,,,2661934.776065528,2661934.776649349,
vit_b_16,class_token,2661934.771660763,2661934.776931644,2661934.776658052,2661934.776760276,2661934.776760481,2661934.776770156,2661934.77678265,2661934.776783253,,,2661934.776783876,2661934.776930942,
vit_b_16,encoder,2661934.771660763,2661935.681680842,2661934.776935769,2661935.199266327,2661935.199266494,2661935.510907293,2661935.510913132,2661935.631088262,,,2661935.631090377,2661935.681678201,
vit_b_16,heads,2661934.771660763,2661935.69140346,2661935.681690766,2661935.685676704,2661935.685676946,2661935.689398252,2661935.689711839,2661935.691272174,,,2661935.691273594,2661935.691402602,
vit_b_16,conv_proj,2661935.962136865,2661935.967166083,2661935.962138403,2661935.965292148,2661935.965292311,2661935.96530393,2661935.965310238,2661935.966577267,,,2661935.966578523,2661935.967164893,
