model_name,layer_name,submit_time_ts,end_time_ts,structure_start_ts,structure_end_ts,init_weight_start_ts,init_weight_end_ts,weight_start_ts,weight_end_ts,weight_preload_start_ts,weight_preload_end_ts,compute_start_ts,compute_end_ts,
resnet152,layer3,2390436.954923547,2390437.862963833,2390437.034846799,2390437.336615711,2390437.336616085,2390437.602932164,2390437.603253967,2390437.663296312,2390437.043603477,2390437.218945824,2390437.663482494,2390437.862840465,
resnet152,layer4,2390436.954925858,2390437.886372441,2390437.605219328,2390437.723403229,2390437.723403631,2390437.839235175,2390437.839380802,2390437.848055987,2390437.667186647,2390437.70780779,2390437.862893559,2390437.886323582,
resnet152,avgpool,2390436.954928014,2390437.886719994,2390437.839836089,2390437.8399264,2390437.839926734,2390437.839934369,2390437.848413587,2390437.849130506,,,2390437.886341198,2390437.88669288,
resnet152,fc,2390436.954930219,2390437.887103258,2390437.840041744,2390437.857028889,2390437.857029183,2390437.869252284,2390437.869335192,2390437.86998165,2390437.850243334,2390437.854582975,2390437.886702534,2390437.887085396,
resnet101,conv1,2390438.642359828,2390438.654428939,2390438.64255867,2390438.642796748,2390438.642796934,2390438.642872491,2390438.642963446,2390438.643774015,,,2390438.643888532,2390438.654376785,
resnet101,bn1,2390438.64237412,2390438.658388526,2390438.643002504,2390438.643226129,2390438.643226304,2390438.643244932,2390438.644054087,2390438.644126723,2390438.637431276,2390438.638505322,2390438.654393313,2390438.658031446,
resnet101,relu,2390438.642377231,2390438.659131177,2390438.643517003,2390438.643536336,2390438.643536495,2390438.643539291,2390438.644283778,2390438.644761741,,,2390438.658070802,2390438.659092376,
resnet101,maxpool,2390438.642380046,2390438.661025887,2390438.6435966,2390438.643626049,2390438.643626193,2390438.643628979,2390438.644771464,2390438.645069515,,,2390438.659101254,2390438.660815926,
resnet101,layer1,2390438.642382437,2390438.687072968,2390438.64379114,2390438.655605995,2390438.655606338,2390438.662834283,2390438.664346121,2390438.668284603,2390438.646178064,2390438.664327373,2390438.668309659,2390438.687055931,
resnet101,layer2,2390438.642384837,2390438.712573064,2390438.663064176,2390438.679876478,2390438.679876857,2390438.69002806,2390438.690093311,2390438.692089842,2390438.669508665,2390438.681650852,2390438.692114861,2390438.712552507,
resnet101,layer3,2390438.642386965,2390439.204018943,2390438.690216039,2390438.881249661,2390438.881249969,2390439.04454371,2390439.044661902,2390439.075873628,2390438.693315007,2390438.781276621,2390439.075974,2390439.203948896,
resnet101,layer4,2390438.642389148,2390439.292370837,2390439.045682378,2390439.167598979,2390439.167599504,2390439.263954152,2390439.264084503,2390439.271058966,2390439.078753306,2390439.119552349,2390439.271118335,2390439.29230763,
resnet101,avgpool,2390438.642391356,2390439.292626321,2390439.264396278,2390439.26443216,2390439.264432417,2390439.264437341,2390439.271454325,2390439.27255114,,,2390439.292327202,2390439.292608165,
resnet101,fc,2390438.6423938,2390439.296899596,2390439.26450226,2390439.281236814,2390439.281237109,2390439.296040646,2390439.2961005,2390439.296508915,2390439.273663912,2390439.278094675,2390439.296528145,2390439.296880652,
resnet152,conv1,2390439.692333107,2390439.701852712,2390439.692530025,2390439.69281578,2390439.692816034,2390439.692915047,2390439.692980282,2390439.694001363,,,2390439.694016439,2390439.701524618,
resnet152,bn1,2390439.692345299,2390439.714336996,2390439.693019201,2390439.693294447,2390439.69329466,2390439.693315168,2390439.69412378,2390439.695548101,,,2390439.701570716,2390439.714274793,
resnet152,relu,2390439.692347946,2390439.71523355,2390439.6934635,2390439.693485466,2390439.693485632,2390439.693489031,2390439.695566186,2390439.695736144,,,2390439.714295213,2390439.715118596,
resnet152,maxpool,2390439.692350194,2390439.716848295,2390439.693697887,2390439.693729215,2390439.693729365,2390439.693733083,2390439.695744976,2390439.696100404,,,2390439.715131672,2390439.716809007,
resnet152,layer1,2390439.692352371,2390439.739855013,2390439.693775344,2390439.703945709,2390439.703946344,2390439.708704237,2390439.709890654,2390439.713570138,2390439.697242858,2390439.709867026,2390439.716822075,2390439.739659051,
resnet152,layer2,2390439.692354484,2390439.822727706,2390439.710070932,2390439.745870452,2390439.745870891,2390439.763800208,2390439.763923979,2390439.770203212,2390439.715179144,2390439.745703485,2390439.770249245,2390439.822606362,
resnet152,layer3,2390439.692356509,2390440.575460129,2390439.764142832,2390440.06263832,2390440.06263874,2390440.31535875,2390440.31552094,2390440.370619632,2390439.771611618,2390439.945429018,2390440.370777555,2390440.575362798,
resnet152,layer4,2390439.692358555,2390440.594642851,2390440.317008663,2390440.4223903,2390440.422390842,2390440.512559329,2390440.512751515,2390440.521030819,2390440.374630175,2390440.413133161,2390440.575399797,2390440.594567986,
resnet152,avgpool,2390439.692360796,2390440.5950031,2390440.513081696,2390440.513122226,2390440.513122565,2390440.513128361,2390440.532567369,2390440.533261287,,,2390440.59459853,2390440.594948563,
resnet152,fc,2390439.692363224,2390440.59549624,2390440.513238249,2390440.528212287,2390440.528212479,2390440.540071639,2390440.540164826,2390440.540833058,2390440.534372425,2390440.538796894,2390440.594968988,2390440.595466292,
resnet101,conv1,2390441.33860756,2390441.351462628,2390441.338919729,2390441.339522373,2390441.339522892,2390441.339918631,2390441.340457237,2390441.341292757,,,2390441.341310898,2390441.351287576,
resnet101,bn1,2390441.338616983,2390441.361772614,2390441.340160134,2390441.34058872,2390441.340588988,2390441.340609983,2390441.341466811,2390441.341710073,2390441.3394249,2390441.340445672,2390441.351335895,2390441.361728306,
resnet101,relu,2390441.338619769,2390441.362559786,2390441.340701978,2390441.340722668,2390441.340722838,2390441.340726515,2390441.341762037,2390441.342136026,,,2390441.361741423,2390441.362523912,
resnet101,maxpool,2390441.338622199,2390441.364451442,2390441.340798288,2390441.340825779,2390441.340826013,2390441.340828683,2390441.342144652,2390441.3424741,,,2390441.362535346,2390441.364410733,
resnet101,layer1,2390441.338624429,2390441.383741089,2390441.341070842,2390441.34824494,2390441.348245287,2390441.35232345,2390441.355759013,2390441.358656316,2390441.343545579,2390441.355744307,2390441.364421392,2390441.38371184,
resnet101,layer2,2390441.338626701,2390441.41152316,2390441.352975564,2390441.375995681,2390441.375996058,2390441.385823588,2390441.385938726,2390441.388950723,2390441.360114673,2390441.372771299,2390441.388983913,2390441.411475418,
resnet101,layer3,2390441.338628847,2390441.901069797,2390441.386091257,2390441.574494371,2390441.574494673,2390441.737660547,2390441.737805319,2390441.769573627,2390441.390219749,2390441.496715005,2390441.769702409,2390441.901001187,
resnet101,layer4,2390441.338630796,2390441.966382273,2390441.738935782,2390441.843280877,2390441.84328121,2390441.933032178,2390441.933191049,2390441.940687967,2390441.772668129,2390441.812911028,2390441.940772075,2390441.966279896,
resnet101,avgpool,2390441.338632874,2390441.966871802,2390441.933519174,2390441.933555401,2390441.933555605,2390441.933560473,2390441.943147987,2390441.944164239,,,2390441.966316749,2390441.966804189,
resnet101,fc,2390441.338635072,2390441.967411466,2390441.933661372,2390441.951032413,2390441.951032601,2390441.963808231,2390441.963922316,2390441.964821919,2390441.945319965,2390441.95001576,2390441.966827888,2390441.967369199,
resnet101,conv1,2390442.416735527,2390442.429762001,2390442.41697266,2390442.417501772,2390442.417502403,2390442.417998802,2390442.418599154,2390442.419220075,,,2390442.419241421,2390442.424813429,
resnet101,bn1,2390442.416748675,2390442.432421988,2390442.418092572,2390442.418804005,2390442.418804307,2390442.419022753,2390442.41930394,2390442.419537296,2390442.417576969,2390442.418587738,2390442.424830308,2390442.43214139,
resnet101,relu,2390442.416752313,2390442.434109485,2390442.419161165,2390442.419184888,2390442.419185158,2390442.419189003,2390442.419600345,2390442.419961418,,,2390442.432159375,2390442.43400817,
resnet101,maxpool,2390442.416754991,2390442.436191096,2390442.419626449,2390442.419662374,2390442.419662615,2390442.419667804,2390442.41997113,2390442.420267976,,,2390442.434018486,2390442.435843197,
resnet101,layer1,2390442.416757605,2390442.459551173,2390442.419733555,2390442.433245046,2390442.433245398,2390442.437567428,2390442.437642879,2390442.440894044,2390442.421339288,2390442.436940851,2390442.440926448,2390442.459531319,
resnet101,layer2,2390442.416760158,2390442.491598915,2390442.43780163,2390442.458790237,2390442.458790913,2390442.46838504,2390442.468454328,2390442.47043625,2390442.442280065,2390442.45558244,2390442.4704639,2390442.491496106,
resnet101,layer3,2390442.416762627,2390442.984135627,2390442.468579668,2390442.659128342,2390442.659128875,2390442.821392068,2390442.821493142,2390442.850940313,2390442.471678271,2390442.563595345,2390442.851048049,2390442.984067998,
resnet101,layer4,2390442.416764955,2390443.068062188,2390442.822465193,2390442.943623958,2390442.943624246,2390443.041369469,2390443.041498304,2390443.048239373,2390442.853650053,2390442.893650087,2390443.048298608,2390443.067993687,
resnet101,avgpool,2390442.41676755,2390443.068337516,2390443.041799507,2390443.041828546,2390443.041828739,2390443.04183321,2390443.048639313,2390443.049663106,,,2390443.068024252,2390443.068317503,
resnet101,fc,2390442.416769902,2390443.076082481,2390443.042050183,2390443.06120399,2390443.061204167,2390443.075266404,2390443.07532968,2390443.075692341,2390443.050772077,2390443.055410747,2390443.075709543,2390443.07606286,
resnet101,conv1,2390443.483635544,2390443.496498266,2390443.484048765,2390443.484623651,2390443.484623917,2390443.484832478,2390443.486007143,2390443.487436075,,,2390443.487462484,2390443.496249102,
resnet101,bn1,2390443.483661314,2390443.499368712,2390443.485280037,2390443.486170987,2390443.486171336,2390443.486194635,2390443.487560781,2390443.487860778,2390443.484486335,2390443.485990587,2390443.496359089,2390443.4991477,
resnet101,relu,2390443.483664775,2390443.500832307,2390443.486286696,2390443.486315203,2390443.486315483,2390443.486319098,2390443.488012606,2390443.488335034,,,2390443.499162242,2390443.500189794,
resnet101,maxpool,2390443.483667885,2390443.502440896,2390443.486378001,2390443.486424465,2390443.486424633,2390443.486428129,2390443.488347198,2390443.488754041,,,2390443.500205306,2390443.502282412,
resnet101,layer1,2390443.483670606,2390443.533222088,2390443.486543542,2390443.509027789,2390443.509028234,2390443.510803727,2390443.510926834,2390443.513553879,2390443.48988407,2390443.503907029,2390443.513591633,2390443.533190489,
resnet101,layer2,2390443.483673352,2390443.558658369,2390443.51107002,2390443.525481404,2390443.525481766,2390443.534252579,2390443.53442054,2390443.536749862,2390443.514851658,2390443.528326666,2390443.536795158,2390443.558621074,
resnet101,layer3,2390443.483676065,2390444.077831189,2390443.534746309,2390443.731944217,2390443.731944833,2390443.90117333,2390443.901404313,2390443.933607679,2390443.538034787,2390443.636856705,2390443.93370888,2390444.077749067,
resnet101,layer4,2390443.48367886,2390444.129266758,2390443.902467916,2390444.010672809,2390444.010673201,2390444.100176963,2390444.100371781,2390444.107770932,2390443.93641957,2390443.975339718,2390444.107846338,2390444.129195604,
resnet101,avgpool,2390443.483681641,2390444.129659281,2390444.100710209,2390444.100767735,2390444.100768071,2390444.10077493,2390444.108182695,2390444.109074209,,,2390444.129217593,2390444.129617266,
resnet101,fc,2390443.483684338,2390444.130202035,2390444.100887722,2390444.11552662,2390444.115526895,2390444.128265472,2390444.128477748,2390444.129094979,2390444.110188802,2390444.11426823,2390444.129629662,2390444.130152573,
resnet101,conv1,2390444.612285119,2390444.625140695,2390444.612614365,2390444.613078102,2390444.613078523,2390444.613617136,2390444.6143973,2390444.615911531,,,2390444.615979361,2390444.624700278,
resnet101,bn1,2390444.612298642,2390444.634445645,2390444.613955044,2390444.614562153,2390444.61456241,2390444.614583772,2390444.616115348,2390444.616468457,2390444.613015726,2390444.614381326,2390444.624745615,2390444.634380022,
resnet101,relu,2390444.612302325,2390444.635032189,2390444.614676737,2390444.61469952,2390444.614699697,2390444.614703699,2390444.616697574,2390444.616964937,,,2390444.634396595,2390444.635003652,
resnet101,maxpool,2390444.612305446,2390444.636692505,2390444.614764633,2390444.614797103,2390444.614797571,2390444.614800743,2390444.616977272,2390444.617543287,,,2390444.635013779,2390444.636670843,
resnet101,layer1,2390444.612308279,2390444.659763997,2390444.614908416,2390444.620523017,2390444.620523367,2390444.635975811,2390444.636126155,2390444.638984955,2390444.618663827,2390444.634339743,2390444.63912195,2390444.659741934,
resnet101,layer2,2390444.612311173,2390444.69282396,2390444.636280386,2390444.656787336,2390444.656787783,2390444.667886793,2390444.668018524,2390444.670313773,2390444.640588876,2390444.65451812,2390444.670358335,2390444.692785422,
resnet101,layer3,2390444.612313726,2390445.189997884,2390444.668347292,2390444.864750224,2390444.864750614,2390445.029482494,2390445.029643106,2390445.058298839,2390444.671608787,2390444.766065831,2390445.058396334,2390445.1899285,
resnet101,layer4,2390444.612316143,2390445.285394966,2390445.030652738,2390445.152388976,2390445.152389652,2390445.249902665,2390445.250080216,2390445.256928656,2390445.060905354,2390445.101730229,2390445.256993712,2390445.28530709,
resnet101,avgpool,2390444.612319536,2390445.285724599,2390445.250391942,2390445.250424773,2390445.250425489,2390445.250430734,2390445.268989433,2390445.269621938,,,2390445.285340959,2390445.285692506,
resnet101,fc,2390444.612322035,2390445.292273732,2390445.250589614,2390445.277590671,2390445.277591024,2390445.291482722,2390445.29155825,2390445.291888231,2390445.270720198,2390445.283484439,2390445.291915285,2390445.292242744,
resnet101,conv1,2390445.720126213,2390445.733045866,2390445.720320222,2390445.720591741,2390445.720591942,2390445.720681799,2390445.720759139,2390445.721709288,,,2390445.721728547,2390445.73218252,
resnet101,bn1,2390445.720139783,2390445.737341305,2390445.720797798,2390445.721088016,2390445.721088331,2390445.721107154,2390445.721976513,2390445.723728204,,,2390445.732198484,2390445.737189795,
resnet101,relu,2390445.720142543,2390445.740491652,2390445.72146415,2390445.721482717,2390445.721482947,2390445.721486151,2390445.723755634,2390445.724039942,,,2390445.737213015,2390445.74040646,
resnet101,maxpool,2390445.720144952,2390445.741985283,2390445.721582725,2390445.721607813,2390445.721607962,2390445.72161043,2390445.72405323,2390445.72436893,,,2390445.740425318,2390445.74195885,
resnet101,layer1,2390445.720147069,2390445.771496449,2390445.721876282,2390445.739276009,2390445.739276387,2390445.742817177,2390445.742899111,2390445.74580133,2390445.725456161,2390445.741053477,2390445.745833135,2390445.771462177,
resnet101,layer2,2390445.720149238,2390445.804669381,2390445.743064171,2390445.765185875,2390445.765186136,2390445.773722715,2390445.773793844,2390445.776088395,2390445.74755734,2390445.758673387,2390445.776115106,2390445.804622821,
resnet101,layer3,2390445.72015166,2390446.289367332,2390445.773924217,2390445.959872573,2390445.959872912,2390446.121862161,2390446.121991168,2390446.15180995,2390445.777410388,2390445.870974958,2390446.151919569,2390446.28924966,
resnet101,layer4,2390445.720153817,2390446.346665753,2390446.122978323,2390446.226012619,2390446.226012903,2390446.315579567,2390446.31572465,2390446.322633688,2390446.154438356,2390446.190786011,2390446.322696078,2390446.346561842,
resnet101,avgpool,2390445.720155982,2390446.347089842,2390446.316062836,2390446.31609901,2390446.31609931,2390446.316104263,2390446.324973031,2390446.32572566,,,2390446.346597663,2390446.34702635,
resnet101,fc,2390445.720158048,2390446.347552236,2390446.316239248,2390446.333067094,2390446.333067302,2390446.345795858,2390446.345921897,2390446.346447498,2390446.326933325,2390446.331266784,2390446.347048545,2390446.34751867,
resnet152,conv1,2390446.951679093,2390446.964282811,2390446.952084365,2390446.952606508,2390446.952606733,2390446.952812944,2390446.954006593,2390446.955365425,,,2390446.95539124,2390446.96382637,
resnet152,bn1,2390446.951696271,2390446.967378899,2390446.953250806,2390446.954144131,2390446.954144468,2390446.954167831,2390446.955475681,2390446.955763556,2390446.952472312,2390446.953990524,2390446.963850193,2390446.967199644,
resnet152,relu,2390446.951699455,2390446.968106224,2390446.954240172,2390446.954269806,2390446.954270013,2390446.954273906,2390446.955952894,2390446.956229073,,,2390446.967212383,2390446.968073495,
resnet152,maxpool,2390446.951701964,2390446.970056212,2390446.954351887,2390446.954398434,2390446.954398592,2390446.954401761,2390446.956241651,2390446.956749654,,,2390446.968084027,2390446.969952905,
resnet152,layer1,2390446.951704336,2390446.993100201,2390446.954457349,2390446.960984325,2390446.960984542,2390446.967524955,2390446.967641878,2390446.970767011,2390446.957924617,2390446.967354423,2390446.970859745,2390446.993076839,
resnet152,layer2,2390446.951706634,2390447.073975637,2390446.96777042,2390447.00289409,2390447.002894483,2390447.020501717,2390447.020569437,2390447.025872744,2390446.972361491,2390446.992631659,2390447.025928831,2390447.073922132,
resnet152,layer3,2390446.951708764,2390447.814176467,2390447.020738873,2390447.312237813,2390447.312238227,2390447.564514885,2390447.564685097,2390447.615634199,2390447.027361726,2390447.184645522,2390447.615764303,2390447.814074079,
resnet152,layer4,2390446.951710825,2390447.833628789,2390447.566144164,2390447.683634394,2390447.683634895,2390447.797224361,2390447.79742442,2390447.805480462,2390447.618965009,2390447.653479331,2390447.814110175,2390447.833568772,
resnet152,avgpool,2390446.951713027,2390447.833985275,2390447.797863288,2390447.797915019,2390447.797915436,2390447.797925671,2390447.805795105,2390447.806727784,,,2390447.833587161,2390447.83394299,
resnet152,fc,2390446.951715359,2390447.834767171,2390447.798114762,2390447.817148793,2390447.817149064,2390447.833758551,2390447.833842407,2390447.834334964,2390447.807837059,2390447.811753418,2390447.834358623,2390447.83474659,
resnet101,conv1,2390448.616467637,2390448.630046412,2390448.616791794,2390448.617316082,2390448.617316647,2390448.617661593,2390448.61818298,2390448.619123179,,,2390448.619144332,2390448.629186559,
resnet101,bn1,2390448.616479661,2390448.638444006,2390448.617877378,2390448.618308008,2390448.618308298,2390448.618328417,2390448.619232473,2390448.61941647,2390448.617218239,2390448.618170897,2390448.629248504,2390448.638328349,
resnet101,relu,2390448.616482201,2390448.639408572,2390448.61838522,2390448.618405528,2390448.61840571,2390448.618409016,2390448.619446748,2390448.62031727,,,2390448.63837134,2390448.639375029,
resnet101,maxpool,2390448.616484346,2390448.641135993,2390448.618499447,2390448.618530615,2390448.618530771,2390448.618533623,2390448.620333248,2390448.62085855,,,2390448.639386534,2390448.641036784,
resnet101,layer1,2390448.616486359,2390448.664307909,2390448.618809056,2390448.632476458,2390448.632476798,2390448.63769062,2390448.637834501,2390448.641535417,2390448.621939162,2390448.636551564,2390448.641573254,2390448.664249882,
resnet101,layer2,2390448.616488428,2390448.701578501,2390448.638005784,2390448.662263592,2390448.662263955,2390448.672489148,2390448.672579442,2390448.67448568,2390448.642849293,2390448.654592067,2390448.674529621,2390448.701529813,
resnet101,layer3,2390448.616490551,2390449.189516184,2390448.672710838,2390448.863469338,2390448.863469699,2390449.025891754,2390449.026023356,2390449.054653799,2390448.67580967,2390448.770848649,2390449.054764772,2390449.189445784,
resnet101,layer4,2390448.616492735,2390449.256388642,2390449.027000386,2390449.130896221,2390449.130896566,2390449.220738342,2390449.220917097,2390449.227838394,2390449.05752743,2390449.096797215,2390449.227902996,2390449.256286534,
resnet101,avgpool,2390448.616494811,2390449.256879131,2390449.221231506,2390449.221283013,2390449.221283312,2390449.221289579,2390449.233963127,2390449.234609844,,,2390449.256323083,2390449.25681726,
resnet101,fc,2390448.616496989,2390449.257376111,2390449.221428027,2390449.240364707,2390449.240364905,2390449.253309957,2390449.253419501,2390449.253908146,2390449.235726231,2390449.240783281,2390449.256838209,2390449.257344717,
resnet152,conv1,2390449.725519132,2390449.735260206,2390449.72582965,2390449.726289647,2390449.726290136,2390449.726729955,2390449.727237203,2390449.728014854,,,2390449.728036356,2390449.735149154,
resnet152,bn1,2390449.725530499,2390449.737314655,2390449.7270126,2390449.727408392,2390449.72740871,2390449.727429049,2390449.728160093,2390449.728427253,2390449.726328869,2390449.72722533,2390449.735174588,2390449.737212323,
resnet152,relu,2390449.725533312,2390449.739092511,2390449.72748992,2390449.727510905,2390449.727511084,2390449.727514943,2390449.72845149,2390449.728781907,,,2390449.737226366,2390449.738355331,
resnet152,maxpool,2390449.72553567,2390449.740932725,2390449.727759844,2390449.727791303,2390449.727791531,2390449.727794271,2390449.728791111,2390449.729162028,,,2390449.738367468,2390449.740840928,
resnet152,layer1,2390449.725537856,2390449.76686298,2390449.727927424,2390449.736311196,2390449.736311552,2390449.741073334,2390449.741192735,2390449.744239353,2390449.730293099,2390449.740909272,2390449.744261789,2390449.766837713,
resnet152,layer2,2390449.725539819,2390449.843522276,2390449.741342592,2390449.771433357,2390449.771433604,2390449.787752968,2390449.787824635,2390449.793667502,2390449.745508608,2390449.766683549,2390449.79371043,2390449.843223737,
resnet152,layer3,2390449.725541973,2390450.595842935,2390449.787997995,2390450.087147098,2390450.087147371,2390450.339914558,2390450.340082626,2390450.388870464,2390449.795114328,2390449.950114982,2390450.388985296,2390450.595735709,
resnet152,layer4,2390449.725544295,2390450.618356244,2390450.34101092,2390450.457601729,2390450.457602135,2390450.572614536,2390450.572801492,2390450.580619315,2390450.392924746,2390450.43004055,2390450.595773251,2390450.61826459,
resnet152,avgpool,2390449.72554643,2390450.618729116,2390450.57311147,2390450.573147559,2390450.573147767,2390450.573152466,2390450.580958897,2390450.581652614,,,2390450.618295532,2390450.618672856,
resnet152,fc,2390449.725548393,2390450.619169261,2390450.573285355,2390450.591202627,2390450.591202868,2390450.605535796,2390450.605649375,2390450.606245597,2390450.582792513,2390450.586845929,2390450.618693484,2390450.619134143,
resnet101,conv1,2390451.399303575,2390451.413664992,2390451.399518887,2390451.400038513,2390451.400039091,2390451.400250566,2390451.400362831,2390451.401324045,,,2390451.401342913,2390451.412921836,
resnet101,bn1,2390451.399313292,2390451.421902443,2390451.400398714,2390451.400719149,2390451.400719402,2390451.40074116,2390451.401578949,2390451.401656576,2390451.397279631,2390451.3982779,2390451.412936001,2390451.421860862,
resnet101,relu,2390451.399316506,2390451.423348335,2390451.400929519,2390451.400953809,2390451.400953999,2390451.400957533,2390451.401671691,2390451.401968058,,,2390451.421873367,2390451.423236879,
resnet101,maxpool,2390451.39931921,2390451.425201011,2390451.401067873,2390451.401100833,2390451.401100977,2390451.401104289,2390451.401976969,2390451.402349409,,,2390451.423246635,2390451.425058554,
resnet101,layer1,2390451.399321625,2390451.44663485,2390451.401240464,2390451.413566533,2390451.413566787,2390451.416365882,2390451.416439547,2390451.418866071,2390451.403427267,2390451.41532136,2390451.425068798,2390451.446592996,
resnet101,layer2,2390451.399323839,2390451.472701002,2390451.416545021,2390451.431253311,2390451.431253653,2390451.442389315,2390451.442500091,2390451.445488261,2390451.420068908,2390451.432463575,2390451.446607947,2390451.472669966,
resnet101,layer3,2390451.399326253,2390451.962582441,2390451.442688043,2390451.631299126,2390451.631299442,2390451.793455448,2390451.793572554,2390451.82684326,2390451.44671865,2390451.541344331,2390451.826944058,2390451.96251665,
resnet101,layer4,2390451.399328308,2390452.046743749,2390451.794625956,2390451.915691975,2390451.91569238,2390452.015806356,2390452.01592768,2390452.022654076,2390451.830264063,2390451.87495449,2390452.022712565,2390452.046684002,
resnet101,avgpool,2390451.399330495,2390452.047046193,2390452.016247281,2390452.016276494,2390452.016276649,2390452.016281373,2390452.029399331,2390452.030123937,,,2390452.046704762,2390452.047026574,
resnet101,fc,2390451.399332687,2390452.053658783,2390452.016347403,2390452.037734171,2390452.037734735,2390452.052643499,2390452.052719994,2390452.053172642,2390452.031252893,2390452.035239676,2390452.053212543,2390452.053634531,
resnet152,conv1,2390452.495298806,2390452.50790496,2390452.495676024,2390452.496229566,2390452.496229902,2390452.496657169,2390452.497232967,2390452.498148331,,,2390452.498174113,2390452.507858732,
resnet152,bn1,2390452.495314658,2390452.511964368,2390452.496898597,2390452.497388611,2390452.497388864,2390452.497411725,2390452.498390252,2390452.498503086,2390452.496079143,2390452.497220688,2390452.50787537,2390452.511032328,
resnet152,relu,2390452.495317874,2390452.51323177,2390452.497498494,2390452.497528539,2390452.497528723,2390452.497532791,2390452.498536296,2390452.498770822,,,2390452.51105031,2390452.513008317,
resnet152,maxpool,2390452.495320543,2390452.515316672,2390452.497725135,2390452.497774261,2390452.497774455,2390452.497777688,2390452.498779668,2390452.499370331,,,2390452.513018846,2390452.515220166,
resnet152,layer1,2390452.495322948,2390452.543756561,2390452.498061085,2390452.51068278,2390452.51068327,2390452.51479917,2390452.51733492,2390452.521647023,2390452.500468645,2390452.517310241,2390452.521732121,2390452.543595722,
resnet152,layer2,2390452.495325078,2390452.621437164,2390452.515017484,2390452.550112175,2390452.550112575,2390452.569852046,2390452.569963632,2390452.577000153,2390452.523235133,2390452.552396589,2390452.577055929,2390452.621373645,
resnet152,layer3,2390452.495327329,2390453.382083242,2390452.570196136,2390452.880365696,2390452.880366205,2390453.133600239,2390453.133788293,2390453.185951585,2390452.5785694,2390452.767525249,2390453.186071716,2390453.381887902,
resnet152,layer4,2390452.495329812,2390453.403904908,2390453.135265985,2390453.257024272,2390453.257024768,2390453.37490866,2390453.375097277,2390453.38328692,2390453.189462194,2390453.231237017,2390453.383350486,2390453.403834374,
resnet152,avgpool,2390452.49533208,2390453.404225214,2390453.37545145,2390453.375547134,2390453.375548149,2390453.375573976,2390453.383672008,2390453.38440575,,,2390453.403862731,2390453.404201198,
resnet152,fc,2390452.495334378,2390453.410936711,2390453.375833604,2390453.394178368,2390453.394178743,2390453.409544623,2390453.409636552,2390453.410246175,2390453.38551772,2390453.390127104,2390453.410290512,2390453.410911096,
resnet101,conv1,2390454.17203956,2390454.18474492,2390454.172220884,2390454.172473824,2390454.172473991,2390454.172550967,2390454.172625453,2390454.173604308,,,2390454.173623695,2390454.184541992,
resnet101,bn1,2390454.172053125,2390454.187564281,2390454.172666388,2390454.173056025,2390454.173056267,2390454.173074521,2390454.173714618,2390454.174861506,,,2390454.184561932,2390454.187506221,
resnet101,relu,2390454.172056763,2390454.188385549,2390454.173343462,2390454.173362668,2390454.173362861,2390454.173365937,2390454.175068043,2390454.175246766,,,2390454.187520122,2390454.188298,
resnet101,maxpool,2390454.172059737,2390454.18966629,2390454.173471084,2390454.173496432,2390454.173496613,2390454.173498981,2390454.175255733,2390454.175599864,,,2390454.18831076,2390454.189649654,
resnet101,layer1,2390454.172062436,2390454.212537696,2390454.173741647,2390454.187865127,2390454.187865539,2390454.189977458,2390454.190072393,2390454.193333919,2390454.17684608,2390454.187394896,2390454.193373497,2390454.212485262,
resnet101,layer2,2390454.172065105,2390454.242199287,2390454.19025579,2390454.207476802,2390454.207477199,2390454.218428066,2390454.218559619,2390454.221552573,2390454.194637788,2390454.208594027,2390454.221641692,2390454.242158929,
resnet101,layer3,2390454.172067795,2390454.72187734,2390454.21877554,2390454.410967238,2390454.41096759,2390454.575535478,2390454.575697453,2390454.606513136,2390454.222982347,2390454.31670327,2390454.606614262,2390454.721817266,
resnet101,layer4,2390454.172070517,2390454.82082875,2390454.576737078,2390454.701660678,2390454.701661131,2390454.795672509,2390454.795805948,2390454.802470624,2390454.609495151,2390454.649731449,2390454.802529485,2390454.820766725,
resnet101,avgpool,2390454.17207316,2390454.821047158,2390454.795986989,2390454.79602417,2390454.796024403,2390454.796029099,2390454.802882838,2390454.803866665,,,2390454.820790192,2390454.82102796,
resnet101,fc,2390454.172075875,2390454.829722847,2390454.796092772,2390454.814935119,2390454.814935417,2390454.828901949,2390454.828968169,2390454.82933951,2390454.804978017,2390454.808934657,2390454.829357139,2390454.829703608,
resnet152,conv1,2390455.235231661,2390455.248577759,2390455.235471255,2390455.236151844,2390455.236152503,2390455.236457235,2390455.237009345,2390455.237789244,,,2390455.23780614,2390455.247986755,
resnet152,bn1,2390455.235245752,2390455.250905969,2390455.236681075,2390455.237117028,2390455.237117297,2390455.237137917,2390455.237898371,2390455.237956927,2390455.235975256,2390455.236998057,2390455.24808863,2390455.250791642,
resnet152,relu,2390455.235248516,2390455.251740472,2390455.237236956,2390455.237257638,2390455.237257808,2390455.237261146,2390455.238233011,2390455.238633003,,,2390455.250827566,2390455.251608415,
resnet152,maxpool,2390455.23525087,2390455.253504309,2390455.237451036,2390455.237480118,2390455.237480266,2390455.237483545,2390455.238641252,2390455.23908917,,,2390455.251619615,2390455.253429465,
